Province_State,Country_Region,Date,Recoveries
,Malta,2020-03-15,1
,Mauritania,2020-03-15,0
,Mauritius,2020-03-15,0
,Mexico,2020-03-15,4
,Moldova,2020-03-15,0
,Monaco,2020-03-15,0
,Mongolia,2020-03-15,0
,Montenegro,2020-03-15,0
,Morocco,2020-03-15,1
,Mozambique,2020-03-15,0
,Namibia,2020-03-15,0
,Nepal,2020-03-15,1
Aruba,Netherlands,2020-03-15,0
Curacao,Netherlands,2020-03-15,0
Sint Maarten,Netherlands,2020-03-15,0
,Netherlands,2020-03-15,2
,New Zealand,2020-03-15,0
,Nicaragua,2020-03-15,0
,Niger,2020-03-15,0
,Nigeria,2020-03-15,0
,North Macedonia,2020-03-15,1
,Norway,2020-03-15,1
,Oman,2020-03-15,9
,Pakistan,2020-03-15,2
,Panama,2020-03-15,0
,Papua New Guinea,2020-03-15,0
,Paraguay,2020-03-15,0
,Peru,2020-03-15,0
,Philippines,2020-03-15,2
,Poland,2020-03-15,0
,Portugal,2020-03-15,2
,Qatar,2020-03-15,4
,Romania,2020-03-15,9
,Russia,2020-03-15,8
,Rwanda,2020-03-15,0
,Saint Kitts and Nevis,2020-03-15,0
,Saint Lucia,2020-03-15,0
,Saint Vincent and the Grenadines,2020-03-15,0
,San Marino,2020-03-15,4
,Saudi Arabia,2020-03-15,1
,Senegal,2020-03-15,1
,Serbia,2020-03-15,0
,Seychelles,2020-03-15,0
,Singapore,2020-03-15,105
,Slovakia,2020-03-15,0
,Slovenia,2020-03-15,0
,Somalia,2020-03-15,0
,South Africa,2020-03-15,0
,Spain,2020-03-15,517
,Sri Lanka,2020-03-15,1
,Sudan,2020-03-15,0
,Suriname,2020-03-15,0
,Sweden,2020-03-15,1
,Switzerland,2020-03-15,4
,Syria,2020-03-15,0
,Taiwan*,2020-03-15,20
,Tanzania,2020-03-15,0
,Thailand,2020-03-15,35
,Timor-Leste,2020-03-15,0
,Togo,2020-03-15,0
,Trinidad and Tobago,2020-03-15,0
,Tunisia,2020-03-15,0
,Turkey,2020-03-15,0
,Uganda,2020-03-15,0
,Ukraine,2020-03-15,0
,United Arab Emirates,2020-03-15,23
Bermuda,United Kingdom,2020-03-15,0
Cayman Islands,United Kingdom,2020-03-15,0
Channel Islands,United Kingdom,2020-03-15,0
Gibraltar,United Kingdom,2020-03-15,1
Isle of Man,United Kingdom,2020-03-15,0
Montserrat,United Kingdom,2020-03-15,0
,United Kingdom,2020-03-15,18
,Uruguay,2020-03-15,0
,US,2020-03-15,12
,Uzbekistan,2020-03-15,0
,Venezuela,2020-03-15,0
,Vietnam,2020-03-15,16
,Zambia,2020-03-15,0
,Zimbabwe,2020-03-15,0
,West Bank and Gaza,2020-03-15,0
,Laos,2020-03-15,0
,Kosovo,2020-03-15,0
,Burma,2020-03-15,0
Anguilla,United Kingdom,2020-03-15,0
British Virgin Islands,United Kingdom,2020-03-15,0
Turks and Caicos Islands,United Kingdom,2020-03-15,0
,MS Zaandam,2020-03-15,0
,Afghanistan,2020-03-16,1
,Albania,2020-03-16,0
,Algeria,2020-03-16,12
,Andorra,2020-03-16,1
,Angola,2020-03-16,0
,Antigua and Barbuda,2020-03-16,0
,Argentina,2020-03-16,1
,Armenia,2020-03-16,0
Australian Capital Territory,Australia,2020-03-16,0
New South Wales,Australia,2020-03-16,4
Northern Territory,Australia,2020-03-16,0
Queensland,Australia,2020-03-16,8
South Australia,Australia,2020-03-16,3
Tasmania,Australia,2020-03-16,0
Victoria,Australia,2020-03-16,8
Western Australia,Australia,2020-03-16,0
,Austria,2020-03-16,6
,Azerbaijan,2020-03-16,6
,Bahamas,2020-03-16,0
,Bahrain,2020-03-16,77
,Bangladesh,2020-03-16,2
,Barbados,2020-03-16,0
,Belarus,2020-03-16,3
,Belgium,2020-03-16,1
,Belize,2020-03-16,0
,Benin,2020-03-16,0
,Bhutan,2020-03-16,0
,Bolivia,2020-03-16,0
,Bosnia and Herzegovina,2020-03-16,0
,Brazil,2020-03-16,1
,Brunei,2020-03-16,0
,Bulgaria,2020-03-16,0
,Burkina Faso,2020-03-16,0
,Cabo Verde,2020-03-16,0
,Cambodia,2020-03-16,1
,Cameroon,2020-03-16,0
,Canada,2020-03-16,9
,Central African Republic,2020-03-16,0
,Chad,2020-03-16,0
,Chile,2020-03-16,0
Anhui,China,2020-03-16,984
Beijing,China,2020-03-16,360
Chongqing,China,2020-03-16,570
Fujian,China,2020-03-16,295
Gansu,China,2020-03-16,91
Guangdong,China,2020-03-16,1306
Guangxi,China,2020-03-16,248
Guizhou,China,2020-03-16,144
Hainan,China,2020-03-16,161
Hebei,China,2020-03-16,310
Heilongjiang,China,2020-03-16,455
Henan,China,2020-03-16,1250
Hong Kong,China,2020-03-16,84
Hubei,China,2020-03-16,55142
Hunan,China,2020-03-16,1014
Inner Mongolia,China,2020-03-16,73
Jiangsu,China,2020-03-16,631
Jiangxi,China,2020-03-16,934
Jilin,China,2020-03-16,92
Liaoning,China,2020-03-16,115
Macau,China,2020-03-16,10
Ningxia,China,2020-03-16,75
Qinghai,China,2020-03-16,18
Shaanxi,China,2020-03-16,233
Shandong,China,2020-03-16,746
Shanghai,China,2020-03-16,325
Shanxi,China,2020-03-16,133
Sichuan,China,2020-03-16,516
Tianjin,China,2020-03-16,133
Tibet,China,2020-03-16,1
Xinjiang,China,2020-03-16,73
Yunnan,China,2020-03-16,172
Zhejiang,China,2020-03-16,1216
,Colombia,2020-03-16,0
,Congo (Brazzaville),2020-03-16,0
,Congo (Kinshasa),2020-03-16,0
,Costa Rica,2020-03-16,0
,Cote d'Ivoire,2020-03-16,0
,Croatia,2020-03-16,2
,Diamond Princess,2020-03-16,325
,Cuba,2020-03-16,0
,Cyprus,2020-03-16,0
,Czechia,2020-03-16,3
Faroe Islands,Denmark,2020-03-16,0
Greenland,Denmark,2020-03-16,0
,Denmark,2020-03-16,1
,Djibouti,2020-03-16,0
,Dominica,2020-03-16,0
,Dominican Republic,2020-03-16,0
,Ecuador,2020-03-16,0
,Egypt,2020-03-16,27
,El Salvador,2020-03-16,0
,Equatorial Guinea,2020-03-16,0
,Eritrea,2020-03-16,0
,Estonia,2020-03-16,1
,Eswatini,2020-03-16,0
,Ethiopia,2020-03-16,0
,Fiji,2020-03-16,0
,Finland,2020-03-16,10
French Guiana,France,2020-03-16,0
French Polynesia,France,2020-03-16,0
Guadeloupe,France,2020-03-16,0
Martinique,France,2020-03-16,0
Mayotte,France,2020-03-16,0
New Caledonia,France,2020-03-16,0
Reunion,France,2020-03-16,0
Saint Barthelemy,France,2020-03-16,0
St Martin,France,2020-03-16,0
,France,2020-03-16,12
,Gabon,2020-03-16,0
,Gambia,2020-03-16,0
,Georgia,2020-03-16,1
,Germany,2020-03-16,67
,Ghana,2020-03-16,0
,Grenada,2020-03-16,0
,Greece,2020-03-16,8
,Guatemala,2020-03-16,0
,Guinea,2020-03-16,0
,Guinea-Bissau,2020-03-16,0
,Guyana,2020-03-16,0
,Haiti,2020-03-16,0
,Holy See,2020-03-16,0
,Honduras,2020-03-16,0
,Hungary,2020-03-16,1
,Iceland,2020-03-16,0
,India,2020-03-16,13
,Indonesia,2020-03-16,8
,Iran,2020-03-16,4590
,Iraq,2020-03-16,26
,Ireland,2020-03-16,0
,Israel,2020-03-16,4
,Italy,2020-03-16,2749
,Jamaica,2020-03-16,2
,Japan,2020-03-16,144
,Jordan,2020-03-16,1
,Kazakhstan,2020-03-16,0
,Kenya,2020-03-16,0
,"Korea, South",2020-03-16,1137
,Kuwait,2020-03-16,9
,Kyrgyzstan,2020-03-16,0
,Latvia,2020-03-16,1
,Lebanon,2020-03-16,1
,Liberia,2020-03-16,0
,Libya,2020-03-16,0
,Liechtenstein,2020-03-16,0
,Lithuania,2020-03-16,1
,Luxembourg,2020-03-16,0
,Madagascar,2020-03-16,0
,Malaysia,2020-03-16,42
,Maldives,2020-03-16,0
,Mali,2020-03-16,0
,Malta,2020-03-16,2
,Mauritania,2020-03-16,0
,Mauritius,2020-03-16,0
,Mexico,2020-03-16,4
,Moldova,2020-03-16,0
,Monaco,2020-03-16,0
,Mongolia,2020-03-16,0
,Montenegro,2020-03-16,0
,Morocco,2020-03-16,1
,Mozambique,2020-03-16,0
,Namibia,2020-03-16,0
,Nepal,2020-03-16,1
Aruba,Netherlands,2020-03-16,0
Curacao,Netherlands,2020-03-16,0
Sint Maarten,Netherlands,2020-03-16,0
,Netherlands,2020-03-16,2
,New Zealand,2020-03-16,0
,Nicaragua,2020-03-16,0
,Niger,2020-03-16,0
,Nigeria,2020-03-16,0
,North Macedonia,2020-03-16,1
,Norway,2020-03-16,1
,Oman,2020-03-16,9
,Pakistan,2020-03-16,2
,Panama,2020-03-16,0
,Papua New Guinea,2020-03-16,0
,Paraguay,2020-03-16,0
,Peru,2020-03-16,0
,Philippines,2020-03-16,2
,Poland,2020-03-16,13
,Portugal,2020-03-16,3
,Qatar,2020-03-16,4
,Romania,2020-03-16,9
,Russia,2020-03-16,8
,Rwanda,2020-03-16,0
,Saint Kitts and Nevis,2020-03-16,0
,Saint Lucia,2020-03-16,0
,Saint Vincent and the Grenadines,2020-03-16,0
,San Marino,2020-03-16,4
,Saudi Arabia,2020-03-16,2
,Senegal,2020-03-16,2
,Serbia,2020-03-16,1
,Seychelles,2020-03-16,0
,Singapore,2020-03-16,109
,Slovakia,2020-03-16,0
,Slovenia,2020-03-16,0
,Somalia,2020-03-16,0
,South Africa,2020-03-16,0
,Spain,2020-03-16,530
,Sri Lanka,2020-03-16,1
,Sudan,2020-03-16,0
,Suriname,2020-03-16,0
,Sweden,2020-03-16,1
,Switzerland,2020-03-16,4
,Syria,2020-03-16,0
,Taiwan*,2020-03-16,20
,Tanzania,2020-03-16,0
,Thailand,2020-03-16,35
,Timor-Leste,2020-03-16,0
,Togo,2020-03-16,0
,Trinidad and Tobago,2020-03-16,0
,Tunisia,2020-03-16,0
,Turkey,2020-03-16,0
,Uganda,2020-03-16,0
,Ukraine,2020-03-16,0
,United Arab Emirates,2020-03-16,23
Bermuda,United Kingdom,2020-03-16,0
Cayman Islands,United Kingdom,2020-03-16,0
Channel Islands,United Kingdom,2020-03-16,0
Gibraltar,United Kingdom,2020-03-16,1
Isle of Man,United Kingdom,2020-03-16,0
Montserrat,United Kingdom,2020-03-16,0
,United Kingdom,2020-03-16,20
,Uruguay,2020-03-16,0
,US,2020-03-16,17
,Uzbekistan,2020-03-16,0
,Venezuela,2020-03-16,0
,Vietnam,2020-03-16,16
,Zambia,2020-03-16,0
,Zimbabwe,2020-03-16,0
,West Bank and Gaza,2020-03-16,0
,Laos,2020-03-16,0
,Kosovo,2020-03-16,0
,Burma,2020-03-16,0
Anguilla,United Kingdom,2020-03-16,0
British Virgin Islands,United Kingdom,2020-03-16,0
Turks and Caicos Islands,United Kingdom,2020-03-16,0
,MS Zaandam,2020-03-16,0
,Afghanistan,2020-03-17,1
,Albania,2020-03-17,0
,Algeria,2020-03-17,12
,Andorra,2020-03-17,1
,Angola,2020-03-17,0
,Antigua and Barbuda,2020-03-17,0
,Argentina,2020-03-17,3
,Armenia,2020-03-17,1
Australian Capital Territory,Australia,2020-03-17,0
New South Wales,Australia,2020-03-17,4
Northern Territory,Australia,2020-03-17,0
Queensland,Australia,2020-03-17,8
South Australia,Australia,2020-03-17,3
Tasmania,Australia,2020-03-17,0
Victoria,Australia,2020-03-17,8
Western Australia,Australia,2020-03-17,0
,Austria,2020-03-17,1
,Azerbaijan,2020-03-17,6
,Bahamas,2020-03-17,0
,Bahrain,2020-03-17,81
,Bangladesh,2020-03-17,3
,Barbados,2020-03-17,0
,Belarus,2020-03-17,3
,Belgium,2020-03-17,1
,Belize,2020-03-17,0
,Benin,2020-03-17,0
,Bhutan,2020-03-17,0
,Bolivia,2020-03-17,0
,Bosnia and Herzegovina,2020-03-17,2
,Brazil,2020-03-17,2
,Brunei,2020-03-17,0
,Bulgaria,2020-03-17,0
,Burkina Faso,2020-03-17,0
,Cabo Verde,2020-03-17,0
,Cambodia,2020-03-17,1
,Cameroon,2020-03-17,0
,Canada,2020-03-17,9
,Central African Republic,2020-03-17,0
,Chad,2020-03-17,0
,Chile,2020-03-17,0
Anhui,China,2020-03-17,984
Beijing,China,2020-03-17,369
Chongqing,China,2020-03-17,570
Fujian,China,2020-03-17,295
Gansu,China,2020-03-17,91
Guangdong,China,2020-03-17,1307
Guangxi,China,2020-03-17,248
Guizhou,China,2020-03-17,144
Hainan,China,2020-03-17,161
Hebei,China,2020-03-17,310
Heilongjiang,China,2020-03-17,456
Henan,China,2020-03-17,1250
Hong Kong,China,2020-03-17,88
Hubei,China,2020-03-17,56003
Hunan,China,2020-03-17,1014
Inner Mongolia,China,2020-03-17,73
Jiangsu,China,2020-03-17,631
Jiangxi,China,2020-03-17,934
Jilin,China,2020-03-17,92
Liaoning,China,2020-03-17,120
Macau,China,2020-03-17,10
Ningxia,China,2020-03-17,75
Qinghai,China,2020-03-17,18
Shaanxi,China,2020-03-17,236
Shandong,China,2020-03-17,746
Shanghai,China,2020-03-17,325
Shanxi,China,2020-03-17,133
Sichuan,China,2020-03-17,520
Tianjin,China,2020-03-17,133
Tibet,China,2020-03-17,1
Xinjiang,China,2020-03-17,73
Yunnan,China,2020-03-17,172
Zhejiang,China,2020-03-17,1216
,Colombia,2020-03-17,1
,Congo (Brazzaville),2020-03-17,0
,Congo (Kinshasa),2020-03-17,0
,Costa Rica,2020-03-17,0
,Cote d'Ivoire,2020-03-17,1
,Croatia,2020-03-17,4
,Diamond Princess,2020-03-17,325
,Cuba,2020-03-17,0
,Cyprus,2020-03-17,0
,Czechia,2020-03-17,3
Faroe Islands,Denmark,2020-03-17,0
Greenland,Denmark,2020-03-17,0
,Denmark,2020-03-17,1
,Djibouti,2020-03-17,0
,Dominica,2020-03-17,0
,Dominican Republic,2020-03-17,0
,Ecuador,2020-03-17,0
,Egypt,2020-03-17,32
,El Salvador,2020-03-17,0
,Equatorial Guinea,2020-03-17,0
,Eritrea,2020-03-17,0
,Estonia,2020-03-17,1
,Eswatini,2020-03-17,0
,Ethiopia,2020-03-17,0
,Fiji,2020-03-17,0
,Finland,2020-03-17,10
French Guiana,France,2020-03-17,0
French Polynesia,France,2020-03-17,0
Guadeloupe,France,2020-03-17,0
Martinique,France,2020-03-17,0
Mayotte,France,2020-03-17,0
New Caledonia,France,2020-03-17,0
Reunion,France,2020-03-17,0
Saint Barthelemy,France,2020-03-17,0
St Martin,France,2020-03-17,0
,France,2020-03-17,12
,Gabon,2020-03-17,0
,Gambia,2020-03-17,0
,Georgia,2020-03-17,1
,Germany,2020-03-17,67
,Ghana,2020-03-17,0
,Grenada,2020-03-17,0
,Greece,2020-03-17,8
,Guatemala,2020-03-17,0
,Guinea,2020-03-17,0
,Guinea-Bissau,2020-03-17,0
,Guyana,2020-03-17,0
,Haiti,2020-03-17,0
,Holy See,2020-03-17,0
,Honduras,2020-03-17,0
,Hungary,2020-03-17,2
,Iceland,2020-03-17,0
,India,2020-03-17,14
,Indonesia,2020-03-17,8
,Iran,2020-03-17,5389
,Iraq,2020-03-17,32
,Ireland,2020-03-17,5
,Israel,2020-03-17,11
,Italy,2020-03-17,2941
,Jamaica,2020-03-17,2
,Japan,2020-03-17,144
,Jordan,2020-03-17,1
,Kazakhstan,2020-03-17,0
,Kenya,2020-03-17,0
,"Korea, South",2020-03-17,1407
,Kuwait,2020-03-17,9
,Kyrgyzstan,2020-03-17,0
,Latvia,2020-03-17,1
,Lebanon,2020-03-17,3
,Liberia,2020-03-17,0
,Libya,2020-03-17,0
,Liechtenstein,2020-03-17,0
,Lithuania,2020-03-17,1
,Luxembourg,2020-03-17,0
,Madagascar,2020-03-17,0
,Malaysia,2020-03-17,49
,Maldives,2020-03-17,0
,Mali,2020-03-17,0
,Malta,2020-03-17,2
,Mauritania,2020-03-17,0
,Mauritius,2020-03-17,0
,Mexico,2020-03-17,4
,Moldova,2020-03-17,1
,Monaco,2020-03-17,0
,Mongolia,2020-03-17,0
,Montenegro,2020-03-17,0
,Morocco,2020-03-17,1
,Mozambique,2020-03-17,0
,Namibia,2020-03-17,0
,Nepal,2020-03-17,1
Aruba,Netherlands,2020-03-17,0
Curacao,Netherlands,2020-03-17,0
Sint Maarten,Netherlands,2020-03-17,0
,Netherlands,2020-03-17,2
,New Zealand,2020-03-17,0
,Nicaragua,2020-03-17,0
,Niger,2020-03-17,0
,Nigeria,2020-03-17,0
,North Macedonia,2020-03-17,1
,Norway,2020-03-17,1
,Oman,2020-03-17,9
,Pakistan,2020-03-17,2
,Panama,2020-03-17,0
,Papua New Guinea,2020-03-17,0
,Paraguay,2020-03-17,0
,Peru,2020-03-17,1
,Philippines,2020-03-17,5
,Poland,2020-03-17,13
,Portugal,2020-03-17,3
,Qatar,2020-03-17,4
,Romania,2020-03-17,16
,Russia,2020-03-17,8
,Rwanda,2020-03-17,0
,Saint Kitts and Nevis,2020-03-17,0
,Saint Lucia,2020-03-17,0
,Saint Vincent and the Grenadines,2020-03-17,0
,San Marino,2020-03-17,4
,Saudi Arabia,2020-03-17,6
,Senegal,2020-03-17,2
,Serbia,2020-03-17,1
,Seychelles,2020-03-17,0
,Singapore,2020-03-17,114
,Slovakia,2020-03-17,0
,Slovenia,2020-03-17,0
,Somalia,2020-03-17,0
,South Africa,2020-03-17,0
,Spain,2020-03-17,1028
,Sri Lanka,2020-03-17,1
,Sudan,2020-03-17,0
,Suriname,2020-03-17,0
,Sweden,2020-03-17,1
,Switzerland,2020-03-17,4
,Syria,2020-03-17,0
,Taiwan*,2020-03-17,22
,Tanzania,2020-03-17,0
,Thailand,2020-03-17,41
,Timor-Leste,2020-03-17,0
,Togo,2020-03-17,0
,Trinidad and Tobago,2020-03-17,0
,Tunisia,2020-03-17,0
,Turkey,2020-03-17,0
,Uganda,2020-03-17,0
,Ukraine,2020-03-17,0
,United Arab Emirates,2020-03-17,23
Bermuda,United Kingdom,2020-03-17,0
Cayman Islands,United Kingdom,2020-03-17,0
Channel Islands,United Kingdom,2020-03-17,0
Gibraltar,United Kingdom,2020-03-17,1
Isle of Man,United Kingdom,2020-03-17,0
Montserrat,United Kingdom,2020-03-17,0
,United Kingdom,2020-03-17,52
,Uruguay,2020-03-17,0
,US,2020-03-17,17
,Uzbekistan,2020-03-17,0
,Venezuela,2020-03-17,0
,Vietnam,2020-03-17,16
,Zambia,2020-03-17,0
,Zimbabwe,2020-03-17,0
,West Bank and Gaza,2020-03-17,0
,Laos,2020-03-17,0
,Kosovo,2020-03-17,0
,Burma,2020-03-17,0
Anguilla,United Kingdom,2020-03-17,0
British Virgin Islands,United Kingdom,2020-03-17,0
Turks and Caicos Islands,United Kingdom,2020-03-17,0
,MS Zaandam,2020-03-17,0
,Afghanistan,2020-03-18,1
,Albania,2020-03-18,0
,Algeria,2020-03-18,12
,Andorra,2020-03-18,1
,Angola,2020-03-18,0
,Antigua and Barbuda,2020-03-18,0
,Argentina,2020-03-18,3
,Armenia,2020-03-18,1
Australian Capital Territory,Australia,2020-03-18,0
New South Wales,Australia,2020-03-18,4
Northern Territory,Australia,2020-03-18,0
Queensland,Australia,2020-03-18,8
South Australia,Australia,2020-03-18,3
Tasmania,Australia,2020-03-18,0
Victoria,Australia,2020-03-18,8
Western Australia,Australia,2020-03-18,0
,Austria,2020-03-18,9
,Azerbaijan,2020-03-18,6
,Bahamas,2020-03-18,0
,Bahrain,2020-03-18,88
,Bangladesh,2020-03-18,3
,Barbados,2020-03-18,0
,Belarus,2020-03-18,5
,Belgium,2020-03-18,31
,Belize,2020-03-18,0
,Benin,2020-03-18,0
,Bhutan,2020-03-18,0
,Bolivia,2020-03-18,0
,Bosnia and Herzegovina,2020-03-18,2
,Brazil,2020-03-18,2
,Brunei,2020-03-18,0
,Bulgaria,2020-03-18,0
,Burkina Faso,2020-03-18,0
,Cabo Verde,2020-03-18,0
,Cambodia,2020-03-18,1
,Cameroon,2020-03-18,0
,Canada,2020-03-18,9
,Central African Republic,2020-03-18,0
,Chad,2020-03-18,0
,Chile,2020-03-18,0
Anhui,China,2020-03-18,984
Beijing,China,2020-03-18,378
Chongqing,China,2020-03-18,570
Fujian,China,2020-03-18,295
Gansu,China,2020-03-18,91
Guangdong,China,2020-03-18,1313
Guangxi,China,2020-03-18,250
Guizhou,China,2020-03-18,144
Hainan,China,2020-03-18,161
Hebei,China,2020-03-18,310
Heilongjiang,China,2020-03-18,459
Henan,China,2020-03-18,1250
Hong Kong,China,2020-03-18,92
Hubei,China,2020-03-18,56927
Hunan,China,2020-03-18,1014
Inner Mongolia,China,2020-03-18,73
Jiangsu,China,2020-03-18,631
Jiangxi,China,2020-03-18,934
Jilin,China,2020-03-18,92
Liaoning,China,2020-03-18,122
Macau,China,2020-03-18,10
Ningxia,China,2020-03-18,75
Qinghai,China,2020-03-18,18
Shaanxi,China,2020-03-18,237
Shandong,China,2020-03-18,746
Shanghai,China,2020-03-18,326
Shanxi,China,2020-03-18,133
Sichuan,China,2020-03-18,525
Tianjin,China,2020-03-18,133
Tibet,China,2020-03-18,1
Xinjiang,China,2020-03-18,73
Yunnan,China,2020-03-18,172
Zhejiang,China,2020-03-18,1216
,Colombia,2020-03-18,1
,Congo (Brazzaville),2020-03-18,0
,Congo (Kinshasa),2020-03-18,0
,Costa Rica,2020-03-18,0
,Cote d'Ivoire,2020-03-18,1
,Croatia,2020-03-18,4
,Diamond Princess,2020-03-18,325
,Cuba,2020-03-18,0
,Cyprus,2020-03-18,0
,Czechia,2020-03-18,3
Faroe Islands,Denmark,2020-03-18,0
Greenland,Denmark,2020-03-18,0
,Denmark,2020-03-18,1
,Djibouti,2020-03-18,0
,Dominica,2020-03-18,0
,Dominican Republic,2020-03-18,0
,Ecuador,2020-03-18,0
,Egypt,2020-03-18,32
,El Salvador,2020-03-18,0
,Equatorial Guinea,2020-03-18,0
,Eritrea,2020-03-18,0
,Estonia,2020-03-18,1
,Eswatini,2020-03-18,0
,Ethiopia,2020-03-18,0
,Fiji,2020-03-18,0
,Finland,2020-03-18,10
French Guiana,France,2020-03-18,0
French Polynesia,France,2020-03-18,0
Guadeloupe,France,2020-03-18,0
Martinique,France,2020-03-18,0
Mayotte,France,2020-03-18,0
New Caledonia,France,2020-03-18,0
Reunion,France,2020-03-18,0
Saint Barthelemy,France,2020-03-18,0
St Martin,France,2020-03-18,0
,France,2020-03-18,12
,Gabon,2020-03-18,0
,Gambia,2020-03-18,0
,Georgia,2020-03-18,1
,Germany,2020-03-18,105
,Ghana,2020-03-18,0
,Grenada,2020-03-18,0
,Greece,2020-03-18,8
,Guatemala,2020-03-18,0
,Guinea,2020-03-18,0
,Guinea-Bissau,2020-03-18,0
,Guyana,2020-03-18,0
,Haiti,2020-03-18,0
,Holy See,2020-03-18,0
,Honduras,2020-03-18,0
,Hungary,2020-03-18,2
,Iceland,2020-03-18,5
,India,2020-03-18,14
,Indonesia,2020-03-18,11
,Iran,2020-03-18,5389
,Iraq,2020-03-18,43
,Ireland,2020-03-18,5
,Israel,2020-03-18,11
,Italy,2020-03-18,4025
,Jamaica,2020-03-18,2
,Japan,2020-03-18,144
,Jordan,2020-03-18,1
,Kazakhstan,2020-03-18,0
,Kenya,2020-03-18,0
,"Korea, South",2020-03-18,1540
,Kuwait,2020-03-18,15
,Kyrgyzstan,2020-03-18,0
,Latvia,2020-03-18,1
,Lebanon,2020-03-18,3
,Liberia,2020-03-18,0
,Libya,2020-03-18,0
,Liechtenstein,2020-03-18,0
,Lithuania,2020-03-18,1
,Luxembourg,2020-03-18,0
,Madagascar,2020-03-18,0
,Malaysia,2020-03-18,60
,Maldives,2020-03-18,0
,Mali,2020-03-18,0
,Malta,2020-03-18,2
,Mauritania,2020-03-18,0
,Mauritius,2020-03-18,0
,Mexico,2020-03-18,4
,Moldova,2020-03-18,1
,Monaco,2020-03-18,0
,Mongolia,2020-03-18,0
,Montenegro,2020-03-18,0
,Morocco,2020-03-18,1
,Mozambique,2020-03-18,0
,Namibia,2020-03-18,0
,Nepal,2020-03-18,1
Aruba,Netherlands,2020-03-18,0
Curacao,Netherlands,2020-03-18,0
Sint Maarten,Netherlands,2020-03-18,0
,Netherlands,2020-03-18,2
,New Zealand,2020-03-18,0
,Nicaragua,2020-03-18,0
,Niger,2020-03-18,0
,Nigeria,2020-03-18,1
,North Macedonia,2020-03-18,1
,Norway,2020-03-18,1
,Oman,2020-03-18,12
,Pakistan,2020-03-18,2
,Panama,2020-03-18,0
,Papua New Guinea,2020-03-18,0
,Paraguay,2020-03-18,0
,Peru,2020-03-18,1
,Philippines,2020-03-18,5
,Poland,2020-03-18,13
,Portugal,2020-03-18,3
,Qatar,2020-03-18,4
,Romania,2020-03-18,19
,Russia,2020-03-18,8
,Rwanda,2020-03-18,0
,Saint Kitts and Nevis,2020-03-18,0
,Saint Lucia,2020-03-18,0
,Saint Vincent and the Grenadines,2020-03-18,0
,San Marino,2020-03-18,4
,Saudi Arabia,2020-03-18,6
,Senegal,2020-03-18,2
,Serbia,2020-03-18,1
,Seychelles,2020-03-18,0
,Singapore,2020-03-18,114
,Slovakia,2020-03-18,0
,Slovenia,2020-03-18,0
,Somalia,2020-03-18,0
,South Africa,2020-03-18,0
,Spain,2020-03-18,1081
,Sri Lanka,2020-03-18,1
,Sudan,2020-03-18,0
,Suriname,2020-03-18,0
,Sweden,2020-03-18,1
,Switzerland,2020-03-18,15
,Syria,2020-03-18,0
,Taiwan*,2020-03-18,22
,Tanzania,2020-03-18,0
,Thailand,2020-03-18,42
,Timor-Leste,2020-03-18,0
,Togo,2020-03-18,0
,Trinidad and Tobago,2020-03-18,0
,Tunisia,2020-03-18,0
,Turkey,2020-03-18,0
,Uganda,2020-03-18,0
,Ukraine,2020-03-18,0
,United Arab Emirates,2020-03-18,26
Bermuda,United Kingdom,2020-03-18,0
Cayman Islands,United Kingdom,2020-03-18,0
Channel Islands,United Kingdom,2020-03-18,0
Gibraltar,United Kingdom,2020-03-18,2
Isle of Man,United Kingdom,2020-03-18,0
Montserrat,United Kingdom,2020-03-18,0
,United Kingdom,2020-03-18,65
,Uruguay,2020-03-18,0
,US,2020-03-18,105
,Uzbekistan,2020-03-18,0
,Venezuela,2020-03-18,0
,Vietnam,2020-03-18,16
,Zambia,2020-03-18,0
,Zimbabwe,2020-03-18,0
,West Bank and Gaza,2020-03-18,0
,Laos,2020-03-18,0
,Kosovo,2020-03-18,0
,Burma,2020-03-18,0
Anguilla,United Kingdom,2020-03-18,0
British Virgin Islands,United Kingdom,2020-03-18,0
Turks and Caicos Islands,United Kingdom,2020-03-18,0
,MS Zaandam,2020-03-18,0
,Afghanistan,2020-03-19,1
,Albania,2020-03-19,0
,Algeria,2020-03-19,32
,Andorra,2020-03-19,1
,Angola,2020-03-19,0
,Antigua and Barbuda,2020-03-19,0
,Argentina,2020-03-19,3
,Armenia,2020-03-19,1
Australian Capital Territory,Australia,2020-03-19,0
New South Wales,Australia,2020-03-19,4
Northern Territory,Australia,2020-03-19,0
Queensland,Australia,2020-03-19,8
South Australia,Australia,2020-03-19,3
Tasmania,Australia,2020-03-19,3
Victoria,Australia,2020-03-19,8
Western Australia,Australia,2020-03-19,0
,Austria,2020-03-19,9
,Azerbaijan,2020-03-19,6
,Bahamas,2020-03-19,0
,Bahrain,2020-03-19,100
,Bangladesh,2020-03-19,3
,Barbados,2020-03-19,0
,Belarus,2020-03-19,5
,Belgium,2020-03-19,31
,Belize,2020-03-19,0
,Benin,2020-03-19,0
,Bhutan,2020-03-19,0
,Bolivia,2020-03-19,0
,Bosnia and Herzegovina,2020-03-19,2
,Brazil,2020-03-19,2
,Brunei,2020-03-19,0
,Bulgaria,2020-03-19,0
,Burkina Faso,2020-03-19,0
,Cabo Verde,2020-03-19,0
